,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
750,759,mission: impossible - fallout,3,2,16,33
751,760,venom: let there be carnage,3,2,7,5
752,761,aquaman,3,2,11,44
753,762,star wars: episode iii - revenge of the sith,3,2,11,44
754,763,f9,3,15,16,35
755,764,the lost world: jurassic park,3,2,7,5
756,765,zack snyder's justice league,3,2,11,44
757,766,never say never again,3,2,16,33
758,767,oldeuboi,3,3,10,82
759,768,ghostbusters,3,1,11,44
760,769,sicario,3,15,5,27
761,770,jack reacher,3,10,16,22
762,771,1917,3,3,15,52
763,772,spider-man: into the spider-verse,4,4,4,13
764,773,watchmen,3,3,10,82
765,774,batman begins,3,15,5,27
766,775,thief,3,15,5,27
767,776,mission: impossible,3,2,16,33
768,777,operation fortune: ruse de guerre,3,1,16,33
769,778,the tomorrow war,3,2,5,37
770,779,star trek,3,2,7,5
771,780,aliens,3,2,7,5
772,781,point break,3,15,16,35
773,782,divergent,3,2,10,82
774,783,mission: impossible - dead reckoning - part one,3,2,16,33
775,784,the lord of the rings: the two towers,3,2,5,37
776,785,dunkirk,3,3,14,52
777,786,spider-man: far from home,3,2,7,5
778,787,captain america: the first avenger,3,2,7,5
779,788,kingsman: the secret service,3,2,2,32
780,789,birds of prey and the fantabulous emancipation of one harley quinn,3,2,2,32
781,790,deadpool 2,3,2,2,32
782,791,rogue one,3,2,7,5
783,792,the amazing spider-man,3,2,7,5
784,793,dune: part two,3,2,5,37
785,794,lone survivor,3,7,5,29
786,795,final score,3,3,16,67
787,796,avengers: age of ultron,3,2,7,5
788,797,el camino: a breaking bad movie,3,15,5,27
789,798,the fifth element,3,2,7,5
790,799,transformers,3,2,7,5
791,800,baby driver,3,15,5,27
792,801,wild card,3,15,5,27
793,802,the world's end,3,1,7,5
794,803,star wars: episode vi - return of the jedi,3,2,11,44
795,804,pirates of the caribbean: dead men tell no tales,3,2,11,44
796,805,samrat prithviraj,3,3,14,52
797,806,westworld,3,6,16,19
798,807,the empire strikes back,3,2,11,44
799,808,casino royale,3,2,16,33
800,809,shazam! fury of the gods,3,2,2,32
801,810,sonic the hedgehog,3,2,2,32
802,811,pearl harbor,3,3,14,52
803,812,godzilla vs. kong,3,6,16,19
804,813,the revenant,3,2,5,37
805,814,star wars: episode vii - the force awakens,3,2,7,5
806,815,captain america: civil war,3,2,7,5
807,816,logan,3,3,7,88
808,817,bonnie and clyde,3,7,1,78
809,818,speed,3,2,16,33
810,819,fantastic four,3,2,7,5
811,820,kill bill: vol. 1,3,15,5,27
812,821,star wars: episode ii - attack of the clones,3,2,11,44
813,822,mr. &amp; mrs. smith,3,1,1,47
814,823,big trouble in little china,3,2,2,32
815,824,edge of tomorrow,3,2,7,5
816,825,armageddon,3,2,7,5
817,826,ready player one,3,2,7,5
818,827,starship troopers,3,2,7,5
819,828,natural born killers,3,15,5,27
820,829,tuff turf,3,1,5,37
821,830,les valseuses,3,1,1,47
822,831,red sparrow,3,3,16,67
823,832,the flash,3,2,11,44
824,833,ant-man and the wasp: quantumania,3,2,2,32
825,834,collateral,3,15,5,27
826,835,the fugitive,3,15,5,27
827,836,dune,3,2,7,5
828,837,the heat,3,1,1,47
829,838,big hero 6,4,4,4,13
830,839,get smart,3,2,2,32
831,840,x-men,3,2,7,5
832,841,rush,3,7,5,29
833,842,jungle cruise,3,2,2,32
834,843,star wars: episode viii - the last jedi,3,2,11,44
835,844,black hawk down,3,3,14,52
836,845,the amazing spider-man 2,3,2,7,5
837,846,solo: a star wars story,3,2,7,5
838,847,justice league,3,2,11,44
839,848,the mask,3,1,1,47
840,849,venom,3,2,7,5
841,850,fast x,3,15,10,80
842,851,wonder woman 1984,3,2,11,44
843,852,reign of fire,3,2,11,44
844,853,oblivion,3,2,7,5
845,854,the last castle,3,3,16,67
846,855,the incredibles,4,4,4,13
847,856,wonder woman,3,2,11,44
848,857,wrong place,3,15,16,35
849,858,alita: battle angel,3,2,7,5
850,859,the equalizer,3,15,16,35
851,860,spectre,3,2,16,33
852,861,anek,3,3,16,67
853,862,ant-man,3,2,2,32
854,863,spider-man 3,3,2,7,5
855,864,robocop,3,15,7,3
856,865,captain america: the winter soldier,3,2,7,5
857,866,apocalypto,3,2,5,37
858,867,snowpiercer,3,6,16,19
859,868,rise of the footsoldier: origins,3,15,5,27
860,869,kira &amp; el gin,3,3,14,52
861,870,willow,3,2,5,37
862,871,tropic thunder,3,1,15,33
863,872,pirates of the caribbean: dead man's chest,3,2,11,44
864,873,iron man three,3,2,7,5
865,874,jumanji: the next level,3,2,2,32
866,875,mission: impossible - ghost protocol,3,2,16,33
867,876,the fighter,3,7,5,29
868,877,aquaman and the lost kingdom,3,2,11,44
869,878,baywatch,3,1,1,47
870,879,clash of the titans,3,2,12,68
871,880,the hunger games: the ballad of songbirds and snakes,3,2,5,37
872,881,jurassic park iii,3,2,7,5
873,882,shika no ou,4,4,4,13
874,883,terminator: dark fate,3,2,7,5
875,884,twister,3,2,16,33
876,885,underworld,3,11,16,22
877,886,red dawn,3,3,16,67
878,887,iron man 2,3,2,7,5
879,888,v for vendetta,3,3,7,88
880,889,the karate kid,3,3,12,68
881,890,man of steel,3,2,7,5
882,891,mission: impossible ii,3,2,16,33
883,892,scott pilgrim vs. the world,3,1,11,44
884,893,game night,3,2,2,32
885,894,k.g.f: chapter 2,3,15,5,27
886,895,secret headquarters,3,2,2,32
887,896,beverly hills cop,3,1,1,47
888,897,army of thieves,3,1,1,47
889,898,the magnificent seven,3,2,9,82
890,899,infinite,3,6,16,19
891,900,x-men: apocalypse,3,2,7,5
892,901,the incredible hulk,3,2,7,5
893,902,kong: skull island,3,2,11,44
894,903,ant-man and the wasp,3,2,2,32
895,904,transformers: rise of the beasts,3,2,7,5
896,905,mad max,3,2,7,5
897,906,power rangers,3,2,11,44
898,907,the harder they fall,3,3,9,82
899,908,mission: impossible - rogue nation,3,2,16,33
900,909,hancock,3,3,11,30
901,910,john wick: chapter 3 - parabellum,3,15,16,35
902,911,pirates of the caribbean: on stranger tides,3,2,11,44
903,912,oldboy,3,3,10,82
904,913,x-men: days of future past,3,2,7,5
905,914,american sniper,3,7,5,29
906,915,jumanji: welcome to the jungle,3,2,2,32
907,916,batman returns,3,15,11,80
908,917,shazam!,3,2,2,32
909,918,batgirl,3,2,1,66
910,919,spider-man 2,3,2,7,5
911,920,allied,3,3,6,79
912,921,13 hours,3,3,14,52
913,922,kingsman: the golden circle,3,2,2,32
914,923,tomb raider,3,2,11,44
915,924,war of the worlds,3,2,7,5
916,925,fury,3,3,15,52
917,926,dredd,3,15,7,3
918,927,john carter,3,2,7,5
919,928,commando,3,2,16,33
920,929,den of thieves,3,15,5,27
921,930,21 jump street,3,1,1,47
922,931,strange world,4,4,4,13
923,932,raya and the last dragon,4,4,4,13
924,933,skyfall,3,2,16,33
925,934,the fast and the furious,3,2,1,66
926,935,the longest day,3,3,14,52
927,936,kingdom of heaven,3,2,5,37
928,937,a knight's tale,3,2,6,37
929,938,2012,3,2,7,5
930,939,sherlock holmes,3,2,10,82
931,940,mission: impossible iii,3,2,16,33
932,941,valerian and the city of a thousand planets,3,2,11,44
933,942,in time,3,6,16,19
934,943,tron,3,2,7,5
935,945,the hunger games: catching fire,3,2,5,37
936,946,hot fuzz,3,1,10,82
937,947,pirates of the caribbean: at world's end,3,2,11,44
938,948,men in black,3,2,2,32
939,949,dungeons &amp; dragons: honor among thieves,3,2,11,44
940,950,independence day: resurgence,3,2,7,5
941,951,the maze runner,3,10,7,89
942,952,godzilla: king of the monsters,3,2,11,44
943,953,sky high,3,1,12,68
944,954,the dirty dozen,3,2,15,33
945,955,madame web,3,2,7,5
946,956,the predator,3,2,7,5
947,957,x: first class,3,2,7,5
948,958,enola holmes 2,3,2,1,66
949,959,harry potter and the order of the phoenix,3,2,12,68
950,960,superman,3,2,7,5
951,961,total recall,3,2,7,5
952,962,masters of the universe,3,2,11,44
953,963,mortal kombat,3,2,11,44
954,964,silverado,3,15,5,27
955,965,in the heart of the sea,3,2,8,5
956,966,charlie's angels,3,2,2,32
957,967,john wick: chapter 2,3,15,16,35
958,968,kaithi,3,15,16,35
959,969,kung fu panda,4,4,4,13
960,970,the last of the mohicans,3,2,5,37
961,971,"lock, stock and two smoking barrels",3,1,1,47
962,972,public enemies,3,7,1,78
963,973,furiosa,3,2,7,5
964,974,true lies,3,1,16,33
965,975,upgrade,3,6,16,19
966,976,the rock,3,2,16,33
967,977,only the brave,3,7,5,29
968,978,teenage mutant ninja turtles,3,2,2,32
969,979,sucker punch,3,2,11,44
970,980,star trek beyond,3,2,7,5
971,981,the italian job,3,15,16,35
972,982,kick-ass,3,1,1,47
973,983,the man from u.n.c.l.e.,3,2,2,32
974,985,robin hood: prince of thieves,3,2,5,37
975,986,conan the barbarian,3,2,11,44
976,987,harry potter and the half-blood prince,3,2,12,68
977,988,the legend of tarzan,3,2,5,37
978,989,the punisher,3,15,5,27
979,990,layer cake,3,15,5,27
980,991,hitman's wife's bodyguard,3,1,1,47
981,992,austin powers in goldmember,3,2,2,32
982,994,love and monsters,3,2,2,32
983,995,austin powers: the spy who shagged me,3,2,2,32
984,996,the nice guys,3,1,1,47
985,997,bastille day,3,15,5,27
986,998,snake eyes: g.i. joe origins,3,2,1,66
987,999,batman v superman: dawn of justice,3,2,7,5
988,1000,rollerball,3,6,3,29
989,1001,sherlock holmes: a game of shadows,3,2,10,82
990,1002,king arthur: legend of the sword,3,2,5,37
991,1003,national treasure,3,2,10,82
992,1004,how to train your dragon,4,4,4,13
993,1005,training day,3,15,5,27
994,1006,the warriors,3,15,16,35
995,1007,taken,3,15,16,35
996,1008,predestination,3,3,7,88
997,1009,need for speed,3,15,16,35
998,1010,waterworld,3,2,7,5
999,1011,geostorm,3,6,16,19
1000,1012,transformers: the last knight,3,2,7,5
1001,1013,3:10 to yuma,3,15,5,27
1002,1014,pacific rim,3,2,7,5
1003,1015,the bourne identity,3,10,16,22
1004,1016,shooter,3,3,16,67
1005,1017,the mummy returns,3,2,11,44
1006,1018,terminator genisys,3,2,7,5
1007,1019,fast &amp; furious,3,15,16,35
1008,1020,battleship,3,2,7,5
1009,1021,first blood,3,2,16,33
1010,1022,i am legend,3,3,7,88
1011,1023,sicario: day of the soldado,3,2,1,66
1012,1024,incredibles 2,4,4,4,13
1013,1025,immortals,3,3,11,30
1014,1026,bad boys for life,3,1,1,47
1015,1027,midway,3,3,14,52
1016,1028,fast &amp; furious presents: hobbs &amp; shaw,3,2,16,33
1017,1029,ghost rider,3,11,16,22
1018,1030,face/off,3,15,7,3
1019,1031,into the blue,3,2,1,66
1020,1032,van helsing,3,2,11,44
1021,1033,man on fire,3,15,5,27
1022,1034,napoleon,3,7,5,29
1023,1035,the count of monte cristo,3,2,5,37
1024,1036,blasted,3,1,7,5
1025,1037,mulan,3,2,5,37
1026,1038,mortal engines,3,2,11,44
1027,1039,the expendables,3,2,16,33
1028,1040,dr. no,3,2,16,33
1029,1041,quantum of solace,3,2,16,33
1030,1042,escape from new york,3,2,7,5
1031,1043,okja,3,2,5,37
1032,1044,the chronicles of riddick,3,2,7,5
1033,1045,green lantern,3,2,7,5
1034,1046,children of men,3,3,7,88
1035,1047,mad max 2,3,2,7,5
1036,1048,x-men: the last stand,3,2,7,5
1037,1049,the patriot,3,3,14,52
1038,1050,chaos walking,3,2,11,44
1039,1051,hit the first case,3,15,5,27
1040,1052,kindergarten cop,3,1,1,47
1041,1053,the hitman's bodyguard,3,1,1,47
1042,1054,lucy,3,6,16,19
1043,1055,con air,3,15,16,35
1044,1056,men in black: international,3,2,2,32
1045,1057,kate,3,2,1,66
1046,1058,the mask of zorro,3,2,2,32
1047,1059,homefront,3,15,16,35
1048,1060,the expendables 3,3,2,16,33
1049,1061,looper,3,3,7,88
1050,1062,hercules,3,2,11,44
1051,1063,murder mystery,3,1,1,47
1052,1064,rambo: last blood,3,15,16,35
1053,1065,goldeneye,3,2,16,33
1054,1066,the other guys,3,1,1,47
1055,1067,gravity,3,3,7,88
1056,1068,dora and the lost city of gold,3,2,2,32
1057,1069,the guardian,3,2,5,37
1058,1070,jack reacher: never go back,3,15,5,27
1059,1071,the time machine,3,2,7,5
1060,1072,spy kids,3,2,2,32
1061,1073,red,3,1,1,47
1062,1074,nude nuns with big guns,3,1,16,33
1063,1075,the outpost,3,3,14,52
1064,1076,warcraft,3,2,11,44
1065,1077,way down,3,2,16,33
1066,1078,ocean's eight,3,1,1,47
1067,1079,brahmastra part one: shiva,3,2,11,44
1068,1080,dark phoenix,3,2,7,5
1069,1082,what happened to monday,3,15,11,80
1070,1084,the day after tomorrow,3,2,7,5
1071,1085,stargate,3,2,7,5
1072,1086,star trek into darkness,3,2,7,5
1073,1087,central intelligence,3,1,1,47
1074,1088,planet of the apes,3,2,7,5
1075,1089,rampage,3,2,7,5
1076,1090,kraven the hunter,3,2,7,5
1077,1091,spider-man: across the spider-verse,4,4,4,13
1078,1092,alphas,3,3,16,67
1079,1093,monster hunter,3,2,11,44
1080,1094,robin hood,3,2,5,37
1081,1095,on her majesty's secret service,3,2,16,33
1082,1096,men in black 3,3,2,2,32
1083,1097,highlander,3,2,11,44
1084,1098,transformers: dark of the moon,3,2,7,5
1085,1099,falling down,3,15,5,27
1086,1100,super 8,3,10,7,89
1087,1101,the king's daughter,3,2,12,68
1088,1102,kill bill: vol. 2,3,15,16,35
1089,1103,knight and day,3,2,2,32
1090,1104,rush hour,3,1,1,47
1091,1105,the blues brothers,3,2,2,32
1092,1106,snow white and the huntsman,3,2,5,37
1093,1107,the running man,3,6,16,19
1094,1108,unbroken,3,7,5,29
1095,1109,fast &amp; furious 7,3,15,16,35
1096,1110,miss congeniality 2: armed &amp; fabulous,3,1,1,47
1097,1111,jay and silent bob reboot,3,2,2,32
1098,1112,the fast and the furious: tokyo drift,3,2,1,66
1099,1113,gods of egypt,3,2,11,44
1100,1114,deadpool 3,3,1,7,5
1101,1115,joy ride,3,10,16,22
1102,1116,creed,3,3,3,32
1103,1117,captain phillips,3,7,1,78
1104,1118,borderlands,3,2,2,32
1105,1119,the marksman,3,2,5,37
1106,1120,southpaw,3,15,5,27
1107,1121,wo hu cang long,3,2,5,37
1108,1122,lara croft: tomb raider,3,2,11,44
1109,1123,outlaw king,3,7,5,29
1110,1124,greyhound,3,3,14,52
1111,1125,tomorrow never dies,3,2,16,33
1112,1126,the hunt for red october,3,2,16,33
1113,1127,the lone ranger,3,2,9,82
1114,1128,savages,3,15,5,27
1115,1129,the prey: legend of karnoctus,3,6,16,19
1116,1130,x2,3,6,16,19
1117,1131,serenity,3,2,7,5
1118,1132,the bourne legacy,3,2,16,33
1119,1133,brawl in cell block 99,3,15,5,27
1120,1134,deep blue sea,3,2,7,5
1121,1135,quaid-e-azam zindabad,3,1,5,37
1122,1136,octopussy,3,2,16,33
1123,1137,miss congeniality,3,1,1,47
1124,1138,district 9,3,6,16,19
1125,1139,atlantis: the lost empire,4,4,4,13
1126,1140,logan lucky,3,1,1,47
1127,1141,bumblebee,3,2,7,5
1128,1142,godzilla,3,2,7,5
1129,1143,sherlock holmes 3,3,2,10,82
1130,1144,wyatt earp,3,2,8,5
1131,1145,master and commander: the far side of the world,3,2,5,37
1132,1146,non-stop,3,10,16,22
1133,1147,law abiding citizen,3,15,5,27
1134,1148,tomorrowland,3,2,12,68
1135,1149,terminator salvation,3,2,7,5
1136,1150,logan's run,3,2,7,5
1137,1151,the bourne supremacy,3,10,16,22
1138,1152,pineapple express,3,1,1,47
1139,1153,pokémon: detective pikachu,3,2,2,32
1140,1154,men in black ii,3,2,2,32
1141,1155,days of thunder,3,3,3,32
1142,1156,diamonds are forever,3,2,16,33
1143,1157,how to train your dragon: the hidden world,4,4,4,13
1144,1158,for your eyes only,3,2,16,33
1145,1159,lethal weapon,3,15,16,35
1146,1160,smokin' aces,3,1,1,47
1147,1161,g.i. joe: the rise of cobra,3,2,7,5
1148,1162,the last airbender,3,2,12,68
1149,1163,small soldiers,3,2,2,32
1150,1164,ender's game,3,2,7,5
1151,1165,transformers: age of extinction,3,2,7,5
1152,1166,the ridiculous 6,3,2,2,32
1153,1167,ronin,3,15,16,35
1154,1168,source code,3,3,10,82
1155,1169,equilibrium,3,3,7,88
1156,1170,north by northwest,3,2,10,82
1157,1171,the spy who loved me,3,2,16,33
1158,1172,the book of eli,3,2,5,37
1159,1173,midnight in the switchgrass,3,15,16,35
1160,1174,pain &amp; gain,3,1,1,47
1161,1175,death race,3,6,16,19
1162,1176,the school for good and evil,3,3,11,30
1163,1177,serbuan maut,3,15,16,35
1164,1178,real steel,3,3,7,88
1165,1179,romancing the stone,3,2,2,32
1166,1180,insurgent,3,2,7,5
1167,1181,megamind,4,4,2,54
1168,1182,inferno,3,2,1,66
1169,1183,jack ryan: shadow recruit,3,3,16,67
1170,1184,ava,3,3,16,67
1171,1185,gekijouban jujutsu kaisen 0,4,4,11,61
1172,1186,dick tracy,3,1,1,47
1173,1187,hit,3,15,5,27
1174,1188,the last starfighter,3,2,7,5
1175,1189,the wild bunch,3,2,9,82
1176,1191,the silencing,3,15,10,80
1177,1192,the fate of the furious,3,15,16,35
1178,1193,elysium,3,3,7,88
1179,1194,the guest,3,10,16,22
1180,1195,dirty harry,3,15,16,35
1181,1196,rango,4,4,4,13
1182,1197,eraser,3,15,16,35
1183,1198,kung fu panda 3,4,4,4,13
1184,1199,riddick,3,2,7,5
1185,1200,kick-ass 2,3,1,1,47
1186,1201,a day to die,3,15,5,27
1187,1202,bad boys,3,1,1,47
1188,1203,war for the planet of the apes,3,2,5,37
1189,1204,jumper,3,2,7,5
1190,1205,the league of extraordinary gentlemen,3,2,11,44
1191,1206,air force one,3,3,16,67
1192,1207,the rocketeer,3,2,12,68
1193,1208,the twilight saga: eclipse,3,2,5,37
1194,1209,sin city: a dame to kill for,3,15,16,35
1195,1210,the bodyguard,3,3,13,52
1196,1211,gone in sixty seconds,3,15,16,35
1197,1212,forsaken,3,3,9,82
1198,1213,manyeo,3,10,7,89
1199,1214,rambo: first blood part ii,3,2,16,33
1200,1215,those who wish me dead,3,3,16,67
1201,1216,predators,3,2,7,5
1202,1217,the expendables 2,3,2,16,33
1203,1218,spenser confidential,3,1,5,37
1204,1219,san andreas,3,2,16,33
1205,1220,pixels,3,1,11,44
1206,1221,u.s. marshals,3,15,16,35
1207,1222,king arthur,3,2,5,37
1208,1223,deepwater horizon,3,3,14,52
1209,1224,13 minutes,3,3,16,67
1210,1225,svart krabba,3,2,5,37
1211,1226,the quick and the dead,3,5,16,19
1212,1227,over the top,3,3,3,32
1213,1228,furious 6,3,2,1,66
1214,1229,the lego movie,4,4,4,13
1215,1230,the world is not enough,3,2,16,33
1216,1231,deep impact,3,3,7,88
1217,1232,without remorse,3,14,15,35
1218,1233,beverly hills cop ii,3,1,1,47
1219,1234,licence to kill,3,2,16,33
1220,1235,the hunger games: mockingjay - part 2,3,2,7,5
1221,1236,akira,4,4,5,83
1222,1237,the equalizer 2,3,15,16,35
1223,1238,rocknrolla,3,15,16,35
1224,1239,allegiant,3,2,10,82
1225,1240,goldfinger,3,2,16,33
1226,1241,krull,3,2,11,44
1227,1242,rambo,3,2,16,33
1228,1243,hotel mumbai,3,3,14,52
1229,1244,we can be heroes,3,1,5,37
1230,1245,bronson,3,7,1,78
1231,1246,live and let die,3,2,16,33
1232,1247,fallen,3,15,5,27
1233,1248,die another day,3,2,16,33
1234,1249,g.i. joe: retaliation,3,2,7,5
1235,1250,boss level,3,2,2,32
1236,1251,rat race,3,2,2,32
1237,1252,"i, robot",3,10,7,89
1238,1253,fast five,3,15,16,35
1239,1254,a view to a kill,3,2,16,33
1240,1255,assassin's creed,3,2,7,5
1241,1256,noah,3,2,5,37
1242,1257,bloodsport,3,7,5,29
1243,1258,peter pan &amp; wendy,3,2,2,32
1244,1259,2 fast 2 furious,3,2,1,66
1245,1260,ghost in the shell,3,15,5,27
1246,1261,retfærdighedens ryttere,3,1,5,37
1247,1262,superman returns,3,2,7,5
1248,1263,outlander,3,2,7,5
1249,1264,poseidon,3,2,16,33
1250,1265,the hunger games: mockingjay - part 1,3,2,7,5
1251,1266,flash gordon,3,2,7,5
1252,1267,contraband,3,15,5,27
1253,1268,munich,3,3,14,52
1254,1269,the island,3,6,16,19
1255,1270,attack,3,6,16,19
1256,1271,thunderball,3,2,16,33
1257,1272,dawn of the planet of the apes,3,2,5,37
1258,1273,rise of the planet of the apes,3,3,7,88
1259,1274,everest,3,2,8,5
1260,1275,adrift,3,2,8,5
1261,1276,die in a gunfight,3,1,1,47
1262,1277,friday night lights,3,3,3,32
1263,1278,now you see me 2,3,2,2,32
1264,1279,teenage mutant ninja turtles: out of the shadows,3,2,2,32
1265,1280,national treasure: book of secrets,3,2,10,82
1266,1281,the perfect storm,3,2,5,37
1267,1282,triple 9,3,15,16,35
1268,1283,alexander,3,7,5,29
1269,1284,ghosted,3,2,6,37
1270,1285,the big bird cage,3,15,5,27
1271,1286,awake,3,2,5,37
1272,1287,sahara,3,2,2,32
1273,1288,smokey and the bandit,3,2,2,32
1274,1289,demolition man,3,6,16,19
1275,1290,red sonja,3,2,11,44
1276,1291,the transporter,3,15,16,35
1277,1292,maze runner: the death cure,3,2,7,5
1278,1293,underworld: evolution,3,11,16,22
1279,1294,fool's gold,3,2,2,32
1280,1295,maverick,3,2,2,32
1281,1296,lilo &amp; stitch,3,2,2,32
1282,1297,batman v superman: dawn of justice ultimate edition,3,2,7,5
1283,1298,jolt,3,1,1,47
1284,1299,a history of violence,3,15,5,27
1285,1300,journey 2: the mysterious island,3,2,2,32
1286,1301,per un pugno di dollari,3,3,9,82
1287,1302,end of watch,3,2,1,66
1288,1303,the bourne ultimatum,3,10,16,22
1289,1304,wargames,3,3,7,88
1290,1305,chappie,3,15,5,27
1291,1306,swordfish,3,15,16,35
1292,1307,dragonball evolution,3,2,11,44
1293,1308,the three musketeers,3,2,2,32
1294,1309,transformers: revenge of the fallen,3,2,7,5
1295,1310,the a-team,3,2,16,33
1296,1311,kung fu,3,1,11,44
1297,1312,kung fu panda 2,4,4,4,13
1298,1313,prince of persia: the sands of time,3,2,11,44
1299,1314,angels &amp; demons,3,10,16,22
1300,1315,exodus: gods and kings,3,2,5,37
1301,1316,last action hero,3,2,2,32
1302,1317,hanna,3,2,5,37
1303,1318,g.i. jane,3,3,15,52
1304,1319,escape from l.a.,3,2,7,5
1305,1320,news of the world,3,2,5,37
1306,1321,the guardians of the galaxy holiday special,3,2,2,32
1307,1322,george of the jungle,3,2,2,32
1308,1323,three kings,3,2,2,32
1309,1324,the sum of all fears,3,3,16,67
1310,1325,xxx,3,2,16,33
1311,1326,home alone 3,3,1,1,47
1312,1327,die hard: with a vengeance,3,2,16,33
1313,1328,wicked - part one,3,2,12,68
1314,1329,you only live twice,3,2,16,33
1315,1330,the lego batman movie,4,4,4,13
1316,1331,the do-over,3,2,2,32
1317,1332,out of the furnace,3,15,5,27
1318,1333,cutthroat island,3,2,2,32
1319,1334,how to train your dragon 2,4,4,4,13
1320,1335,underworld: rise of the lycans,3,11,16,22
1321,1336,street fighter,3,2,2,32
1322,1337,the old guard 2,3,2,11,44
1323,1338,47 ronin,3,3,11,30
1324,1339,death wish,3,15,5,27
1325,1340,kaduva,3,3,16,67
1326,1341,streets of fire,3,15,5,27
1327,1342,the huntsman: winter's war,3,2,5,37
1328,1343,cliffhanger,3,2,16,33
1329,1344,sand castle,3,3,15,52
1330,1345,we were soldiers,3,3,14,52
1331,1346,crocodile dundee,3,2,2,32
1332,1347,from russia with love,3,2,16,33
1333,1348,it's a mad mad mad mad world,3,2,2,32
1334,1349,tides,3,2,7,5
1335,1350,miami vice,3,2,1,66
1336,1351,angry birds,4,4,4,13
1337,1352,journey to the center of the earth,3,2,12,68
1338,1353,pan,3,2,2,32
1339,1354,project power,3,15,7,3
1340,1355,push,3,6,16,19
1341,1356,snakes on a plane,3,2,1,66
1342,1357,desperado,3,15,16,35
1343,1358,captain america 4,3,2,7,5
1344,1359,wild wild west,3,1,7,5
1345,1360,enemy at the gates,3,3,15,52
1346,1361,chronicle,3,3,7,88
1347,1362,domino,3,7,1,78
1348,1363,vikram vedha,3,15,5,27
1349,1364,pacific rim: uprising,3,2,7,5
1350,1365,bloodshot,3,2,7,5
1351,1366,conan the destroyer,3,2,11,44
1352,1367,the living daylights,3,2,16,33
1353,1368,innerspace,3,2,2,32
1354,1369,devotion,3,3,15,52
1355,1370,never back down,3,3,3,32
1356,1371,akinjeon,3,15,16,35
1357,1372,the chronicles of narnia: prince caspian,3,2,12,68
1358,1373,white house down,3,3,16,67
1359,1374,blue beetle,3,2,7,5
1360,1375,deja vu,3,15,7,3
1361,1376,the cannonball run,3,1,3,32
1362,1377,the ice road,3,2,16,33
1363,1378,colombiana,3,3,16,67
1364,1379,jupiter ascending,3,2,7,5
1365,1380,bright,3,11,16,22
1366,1381,the big doll house,3,3,16,67
1367,1382,loin du périph,3,1,1,47
1368,1383,the man with the golden gun,3,2,16,33
1369,1384,the next three days,3,15,5,27
1370,1385,moonraker,3,2,7,5
1371,1387,the french connection,3,15,5,27
1372,1388,tank girl,3,1,7,5
1373,1389,s.w.a.t.,3,2,1,66
1374,1390,super,3,1,1,47
1375,1391,the losers,3,2,2,32
1376,1392,22 jump street,3,1,1,47
1377,1393,kung fury: the movie,3,1,1,47
1378,1394,the great wall,3,2,11,44
1379,1395,the saint,3,2,6,37
1380,1396,the adventures of sharkboy and lavagirl 3-d,3,2,2,32
1381,1397,9,4,4,4,13
1382,1398,ghostbusters ii,3,1,11,44
1383,1399,ip man,3,7,5,29
1384,1400,in the line of fire,3,15,5,27
1385,1401,the interview,3,2,2,32
1386,1402,spy game,3,15,16,35
1387,1403,mighty morphin power rangers: the movie,3,2,12,68
1388,1404,star trek ii: the wrath of khan,3,2,7,5
1389,1405,superhero movie,3,1,7,5
1390,1406,the warriorr,3,15,5,27
1391,1407,knowing,3,10,7,89
1392,1408,thunder force,3,2,2,32
1393,1409,hitman,3,15,16,35
1394,1410,takers,3,15,16,35
1395,1411,mad max beyond thunderdome,3,2,7,5
1396,1412,maze runner: the scorch trials,3,2,7,5
1397,1413,shoot 'em up,3,1,16,33
1398,1414,the dark tower,3,2,11,44
1399,1415,"10,000 bc",3,2,5,37
1400,1416,against all odds,3,2,1,66
1401,1417,body of lies,3,3,16,67
1402,1418,clear and present danger,3,15,5,27
1403,1419,jungle,3,2,8,5
1404,1420,the electric state,3,2,5,37
1405,1421,midnight run,3,1,1,47
1406,1422,the life aquatic with steve zissou,3,2,2,32
1407,1423,khuda haafiz,3,15,5,27
1408,1424,the net,3,15,5,27
1409,1425,sweet girl,3,3,16,67
1410,1426,ghost rider: spirit of vengeance,3,11,16,22
1411,1427,crank,3,15,16,35
1412,1428,wild hogs,3,2,2,32
1413,1429,æon flux,3,2,7,5
1414,1430,guns akimbo,3,1,1,47
1415,1431,beverly hills cop iii,3,1,1,47
1416,1432,dante's peak,3,2,16,33
1417,1433,the iron giant,4,4,4,13
1418,1434,wolf hound,3,2,15,33
1419,1435,taxi,3,1,1,47
1420,1436,once upon a time in mexico,3,15,16,35
1421,1437,batoru rowaiaru,3,2,5,37
1422,1438,superman ii,3,2,7,5
1423,1439,clean,3,15,5,27
1424,1440,xxx: return of xander cage,3,2,16,33
1425,1441,speed 2: cruise control,3,2,1,66
1426,1442,mechanic: resurrection,3,2,1,66
1427,1443,cobra,3,15,16,35
1428,1444,howard the duck,3,2,2,32
1429,1445,grimsby,3,2,2,32
1430,1446,gangster squad,3,15,5,27
1431,1448,the man in the iron mask,3,2,5,37
1432,1449,the last dragon,3,1,5,37
1433,1450,3 days to kill,3,3,16,67
1434,1451,machete kills,3,15,16,35
1435,1452,the sea beast,4,2,2,8
